search_value,formatted_address,country,province,city,citycode,district,adcode,location,level,line_name_zh,name_zh,name,line_name
上海市马陆(地铁站),上海市嘉定区马陆(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.276906,31.319675",公交地铁站点,11号线,马陆,Malu,Line 11
上海市嘉定新城(地铁站),上海市嘉定区嘉定新城(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.254294,31.330062",公交地铁站点,11号线,嘉定新城,Jiading Xincheng,Line 11
上海市白银路(地铁站),上海市嘉定区白银路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.245350,31.345359",公交地铁站点,11号线,白银路,Baiyin Road,Line 11
上海市嘉定西(地铁站),上海市嘉定区嘉定西(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.227855,31.377107",公交地铁站点,11号线,嘉定西,West Jiading,Line 11
上海市嘉定北(地铁站),上海市嘉定区嘉定北(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.237350,31.391549",公交地铁站点,11号线,嘉定北,North Jiading,Line 11
上海市嘉定新城(地铁站),上海市嘉定区嘉定新城(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.254294,31.330062",公交地铁站点,11号线,嘉定新城,Jiading Xincheng,Line 11b
上海市上海赛车场(地铁站),上海市嘉定区上海赛车场(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.226098,31.331898",公交地铁站点,11号线,上海赛车场,Shanghai Circuit,Line 11b
上海市昌吉东路(地铁站),上海市嘉定区昌吉东路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.200384,31.293620",公交地铁站点,11号线,昌吉东路,East Changji Road,Line 11b
上海市上海汽车城(地铁站),上海市嘉定区上海汽车城(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.180742,31.285403",公交地铁站点,11号线,上海汽车城,Shanghai Automobile City,Line 11b
上海市安亭(地铁站),上海市嘉定区安亭(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.161985,31.288490",公交地铁站点,11号线,安亭,Anting,Line 11b
上海市兆丰路(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,11号线,兆丰路,Zhaofeng Road,Line 11b
上海市光明路(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,11号线,光明路,Guangming Road,Line 11b
上海市花桥(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,11号线,花桥,Huaqiao,Line 11b
上海市洞泾(地铁站),上海市松江区洞泾(地铁站),中国,上海市,上海市,021,松江区,310117,"121.230473,31.084492",公交地铁站点,12号线,洞泾,Dongjing,Line 12
上海市刘五公路(地铁站),上海市松江区刘五公路(地铁站),中国,上海市,上海市,021,松江区,310117,"121.248864,31.090267",公交地铁站点,12号线,刘五公路,Liuwu Highway,Line 12
上海市沪松公路(地铁站),上海市松江区沪松公路(地铁站),中国,上海市,上海市,021,松江区,310117,"121.268997,31.092698",公交地铁站点,12号线,沪松公路,Husong Highway,Line 12
上海市科技园(地铁站),上海市松江区科技园(地铁站),中国,上海市,上海市,021,松江区,310117,"121.324492,31.092256",公交地铁站点,12号线,科技园,Hi-Tech Park,Line 12
上海市场西路(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,12号线,场西路,Changxi Road,Line 12
上海市场东路(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,12号线,场东路,Changdong Road,Line 12
上海市七莘路(地铁站),上海市闵行区七莘路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.362461,31.131634",公交地铁站点,12号线,七莘路,Qixin Road,Line 12
上海市虹莘路(地铁站),上海市闵行区虹莘路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.380349,31.137452",公交地铁站点,12号线,虹莘路,Hongxin Road,Line 12
上海市顾戴路(地铁站),上海市闵行区顾戴路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.391850,31.140888",公交地铁站点,12号线,顾戴路,Gudai Road,Line 12
上海市东兰路(地铁站),上海市闵行区东兰路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.391919,31.155826",公交地铁站点,12号线,东兰路,Donglan Road,Line 12
上海市虹梅路(地铁站),上海市徐汇区虹梅路街道龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,12号线,虹梅路,Hongmei Road,Line 12
上海市虹漕路(地铁站),上海市徐汇区虹漕路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.410553,31.164033",公交地铁站点,12号线,虹漕路,Hongcao Road,Line 12
上海市桂林公园(地铁站),上海市徐汇区桂林公园(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.419647,31.166985",公交地铁站点,12号线,桂林公园,Guilin Park,Line 12
上海市漕宝路(地铁站),上海市徐汇区漕宝路(地铁站)龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,12号线,漕宝路,Caobao Road,Line 12
上海市龙漕路(地铁站),上海市徐汇区龙漕路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.444383,31.169458",公交地铁站点,12号线,龙漕路,Longcao Road,Line 12
上海市龙华(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,12号线,龙华,Longhua,Line 12
上海市龙华中路(地铁站),上海市徐汇区龙华中路龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,12号线,龙华中路,Middle Longhua Road,Line 12
上海市大木桥路(地铁站),上海市徐汇区大木桥路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.463278,31.194057",公交地铁站点,12号线,大木桥路,Damuqiao Road,Line 12
上海市嘉善路(地铁站),上海市徐汇区嘉善路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.460704,31.202820",公交地铁站点,12号线,嘉善路,Jiashan Road,Line 12
上海市陕西南路(地铁站),上海市徐汇区陕西南路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.458744,31.215150",公交地铁站点,12号线,陕西南路,South Shaanxi Road,Line 12
上海市南京西路(地铁站),上海市静安区南京西路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.459971,31.229853",公交地铁站点,12号线,南京西路,West Nanjing Road,Line 12
上海市汉中路(地铁站),上海市静安区汉中路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.458699,31.241883",公交地铁站点,12号线,汉中路,Hanzhong Road,Line 12
上海市曲阜路(地铁站),上海市静安区曲阜路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.471543,31.242307",公交地铁站点,12号线,曲阜路,Qufu Road,Line 12
上海市天潼路(地铁站),上海市虹口区天潼路(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.482321,31.243815",公交地铁站点,12号线,天潼路,Tiantong Road,Line 12
上海市国际客运中心(地铁站),上海市虹口区国际客运中心(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.498158,31.250160",公交地铁站点,12号线,国际客运中心,International Cruise Terminal,Line 12
上海市提篮桥(地铁站),上海市虹口区提篮桥(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.506801,31.253518",公交地铁站点,12号线,提篮桥,Tilanqiao,Line 12
上海市大连路(地铁站),上海市虹口区大连路(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.513088,31.257938",公交地铁站点,12号线,大连路,Dalian Road,Line 12
上海市江浦公园(地铁站),上海市杨浦区江浦公园(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.523697,31.264570",公交地铁站点,12号线,江浦公园,Jiangpu Park,Line 12
上海市宁国路(地铁站),上海市杨浦区宁国路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.532352,31.268574",公交地铁站点,12号线,宁国路,Ningguo Road,Line 12
上海市隆昌路(地铁站),上海市杨浦区隆昌路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.544692,31.275213",公交地铁站点,12号线,隆昌路,Longchang Road,Line 12
上海市爱国路(地铁站),上海市杨浦区爱国路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.552655,31.279788",公交地铁站点,12号线,爱国路,Aiguo Road,Line 12
上海市复兴岛(地铁站),上海市杨浦区复兴岛(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.561315,31.280779",公交地铁站点,12号线,复兴岛,Fuxing Island,Line 12
上海市东陆路(地铁站),上海市浦东新区东陆路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.579124,31.282533",公交地铁站点,12号线,东陆路,Donglu Road,Line 12
上海市巨峰路(地铁站),上海市浦东新区巨峰路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.588365,31.280684",公交地铁站点,12号线,巨峰路,Jufeng Road,Line 12
上海市杨高北路(地铁站),上海市浦东新区杨高北路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.602960,31.280092",公交地铁站点,12号线,杨高北路,North Yanggao Road,Line 12
上海市金京路(地铁站),上海市浦东新区金京路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.615477,31.279823",公交地铁站点,12号线,金京路,Jinjing Road,Line 12
上海市申江路(地铁站),上海市浦东新区申江路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.626863,31.280231",公交地铁站点,12号线,申江路,Shenjiang Road,Line 12
上海市金海路(地铁站),上海市浦东新区金海路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.638629,31.263141",公交地铁站点,12号线,金海路,Jinhai Road,Line 12
上海市诸光路(地铁站),上海市青浦区诸光路(地铁站),中国,上海市,上海市,021,青浦区,310118,"121.293040,31.191678",公交地铁站点,13号线,诸光路,Zhuguang Road,Line 13
上海市运乐路(地铁站),上海市闵行区运乐路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.283138,31.204527",公交地铁站点,13号线,运乐路,Yunle Road,Line 13
上海市季乐路(地铁站),上海市闵行区季乐路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.277968,31.211110",公交地铁站点,13号线,季乐路,Jile Road,Line 13
上海市芳乐路(地铁站),上海市闵行区芳乐路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.273391,31.220100",公交地铁站点,13号线,芳乐路,Fangle Road,Line 13
上海市纪翟路(地铁站),上海市闵行区纪翟路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.278196,31.229840",公交地铁站点,13号线,纪翟路,Jidi Road,Line 13
上海市金运路(地铁站),上海市嘉定区金运路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.319308,31.240986",公交地铁站点,13号线,金运路,Jinyun Road,Line 13
上海市金沙江西路(地铁站),上海市嘉定区金沙江西路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.335156,31.241152",公交地铁站点,13号线,金沙江西路,West Jinshajiang Road,Line 13
上海市丰庄(地铁站),上海市嘉定区丰庄(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.355141,31.242553",公交地铁站点,13号线,丰庄,Fengzhuang,Line 13
上海市祁连山南路(地铁站),上海市普陀区祁连山南路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.367275,31.237625",公交地铁站点,13号线,祁连山南路,South Qilianshan Road,Line 13
上海市真北路(地铁站),上海市普陀区真北路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.381948,31.232235",公交地铁站点,13号线,真北路,Zhenbei Road,Line 13
上海市大渡河路(地铁站),上海市普陀区大渡河路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.394431,31.231752",公交地铁站点,13号线,大渡河路,Daduhe Road,Line 13
上海市金沙江路(地铁站),上海市普陀区金沙江路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.413201,31.232147",公交地铁站点,13号线,金沙江路,Jinshajiang Road,Line 13
上海市隆德路(地铁站),上海市普陀区隆德路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.423576,31.230509",公交地铁站点,13号线,隆德路,Longde Road,Line 13
上海市武宁路(地铁站),上海市普陀区武宁路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.430504,31.234346",公交地铁站点,13号线,武宁路,Wuning Road,Line 13
上海市长寿路(地铁站),上海市普陀区长寿路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.438272,31.240860",公交地铁站点,13号线,长寿路,Changshou Road,Line 13
上海市江宁路(地铁站),上海市普陀区江宁路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.444830,31.244282",公交地铁站点,13号线,江宁路,Jiangning Road,Line 13
上海市汉中路(地铁站),上海市静安区汉中路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.458699,31.241883",公交地铁站点,13号线,汉中路,Hanzhong Road,Line 13
上海市自然博物馆(地铁站),上海市静安区自然博物馆(地铁站),中国,上海市,上海市,021,静安区,310106,"121.462366,31.236451",公交地铁站点,13号线,自然博物馆,Shanghai Natural History Museum,Line 13
上海市南京西路(地铁站),上海市静安区南京西路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.459971,31.229853",公交地铁站点,13号线,南京西路,West Nanjing Road,Line 13
上海市淮海中路(地铁站),上海市黄浦区淮海中路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.464363,31.220056",公交地铁站点,13号线,淮海中路,Middle Huaihai Road,Line 13
上海市一大会址·新天地(地铁站),上海市黄浦区一大会址·新天地(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.475182,31.216367",公交地铁站点,13号线,一大会址·新天地,Site of the First CPC National Congress · Xintiandi,Line 13
上海市马当路(地铁站),上海市黄浦区马当路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.477256,31.209520",公交地铁站点,13号线,马当路,Madang Road,Line 13
上海市世博会博物馆(地铁站),上海市黄浦区世博会博物馆(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.481592,31.197572",公交地铁站点,13号线,世博会博物馆,World Expo Museum,Line 13
上海市世博大道(地铁站),上海市浦东新区世博大道(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.484313,31.182789",公交地铁站点,13号线,世博大道,Shibo Avenue,Line 13
上海市长清路(地铁站),上海市浦东新区长清路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.488524,31.174008",公交地铁站点,13号线,长清路,Changqing Road,Line 13
上海市成山路(地铁站),上海市浦东新区成山路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.496326,31.170511",公交地铁站点,13号线,成山路,Chengshan Road,Line 13
上海市东明路(地铁站),上海市浦东新区东明路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.510868,31.172646",公交地铁站点,13号线,东明路,Dongming Road,Line 13
上海市华鹏路(地铁站),上海市浦东新区华鹏路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.526567,31.176276",公交地铁站点,13号线,华鹏路,Huapeng Road,Line 13
上海市下南路(地铁站),上海市浦东新区下南路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.540189,31.179295",公交地铁站点,13号线,下南路,Xianan Road,Line 13
上海市北蔡(地铁站),上海市浦东新区北蔡(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.552017,31.180131",公交地铁站点,13号线,北蔡,Beicai,Line 13
上海市陈春路(地铁站),上海市浦东新区陈春路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.558194,31.175095",公交地铁站点,13号线,陈春路,Chenchun Road,Line 13
上海市莲溪路(地铁站),上海市浦东新区莲溪路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.566414,31.169110",公交地铁站点,13号线,莲溪路,Lianxi Road,Line 13
上海市华夏中路(地铁站),上海市浦东新区华夏中路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.583109,31.175759",公交地铁站点,13号线,华夏中路,Middle Huaxia Road,Line 13
上海市中科路(地铁站),上海市浦东新区中科路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.602465,31.178862",公交地铁站点,13号线,中科路,Zhongke Road,Line 13
上海市学林路(地铁站),上海市浦东新区学林路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.614363,31.183476",公交地铁站点,13号线,学林路,Xuelin Road,Line 13
上海市张江路(地铁站),上海市浦东新区张江路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.629182,31.189130",公交地铁站点,13号线,张江路,Zhangjiang Road,Line 13
上海市高科中路(地铁站),上海市浦东新区高科中路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.634318,31.203909",公交地铁站点,13号线,高科中路,Middle Gaoke Road,Line 13
上海市丹桂路(地铁站),上海市浦东新区丹桂路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.632282,31.222713",公交地铁站点,13号线,丹桂路,Dangui Road,Line 13
上海市封浜(地铁站),上海市嘉定区封浜(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.297006,31.267488",公交地铁站点,14号线,封浜,Fengbang,Line 14
上海市乐秀路(地铁站),上海市嘉定区乐秀路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.314103,31.265363",公交地铁站点,14号线,乐秀路,Lexiu Road,Line 14
上海市临洮路(地铁站),上海市嘉定区临洮路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.330860,31.263059",公交地铁站点,14号线,临洮路,Lintao Road,Line 14
上海市嘉怡路(地铁站),上海市嘉定区嘉怡路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.345697,31.259195",公交地铁站点,14号线,嘉怡路,Jiayi Road,Line 14
上海市定边路(地铁站),上海市嘉定区定边路(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.362396,31.256392",公交地铁站点,14号线,定边路,Dingbian Road,Line 14
上海市真新新村(地铁站),上海市嘉定区真新新村(地铁站),中国,上海市,上海市,021,嘉定区,310114,"121.371949,31.255566",公交地铁站点,14号线,真新新村,Zhenxin Xincun,Line 14
上海市真光路(地铁站),上海市普陀区真光路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.384162,31.253278",公交地铁站点,14号线,真光路,Zhenguang Road,Line 14
上海市铜川路(地铁站),上海市普陀区铜川路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.397036,31.250733",公交地铁站点,14号线,铜川路,Tongchuan Road,Line 14
上海市真如(地铁站),上海市普陀区真如(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.407219,31.250767",公交地铁站点,14号线,真如,Zhenru,Line 14
上海市中宁路(地铁站),上海市普陀区中宁路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.414541,31.245059",公交地铁站点,14号线,中宁路,Zhongning Road,Line 14
上海市曹杨路(地铁站),上海市普陀区曹杨路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.417701,31.239302",公交地铁站点,14号线,曹杨路,Caoyang Road,Line 14
上海市武宁路(地铁站),上海市普陀区武宁路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.430504,31.234346",公交地铁站点,14号线,武宁路,Wuning Road,Line 14
上海市武定路(地铁站),上海市静安区武定路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.436157,31.227303",公交地铁站点,14号线,武定路,Wuding Road,Line 14
上海市静安寺(地铁站),上海市静安区静安寺(地铁站),中国,上海市,上海市,021,静安区,310106,"121.446533,31.223231",公交地铁站点,14号线,静安寺,Jing'an Temple,Line 14
上海市一大会址·黄陂南路(地铁站),上海市黄浦区一大会址·黄陂南路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.472339,31.223653",公交地铁站点,14号线,一大会址·黄陂南路,Site of the First CPC National Congress · South Huangpi Road,Line 14
上海市大世界(地铁站),上海市黄浦区大世界(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.479182,31.227392",公交地铁站点,14号线,大世界,Dashijie,Line 14
上海市豫园(地铁站),上海市黄浦区豫园(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.487426,31.228005",公交地铁站点,14号线,豫园,Yuyuan Garden,Line 14
上海市陆家嘴(地铁站),上海市浦东新区陆家嘴(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.502129,31.238259",公交地铁站点,14号线,陆家嘴,Lujiazui,Line 14
上海市浦东南路(地铁站),上海市浦东新区浦东南路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.512412,31.238532",公交地铁站点,14号线,浦东南路,South Pudong Road,Line 14
上海市浦东大道(地铁站),上海市浦东新区浦东大道(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.519302,31.240308",公交地铁站点,14号线,浦东大道,Pudong Avenue,Line 14
上海市源深路(地铁站),上海市浦东新区源深路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.531016,31.241318",公交地铁站点,14号线,源深路,Yuanshen Road,Line 14
上海市昌邑路(地铁站),上海市浦东新区昌邑路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.540104,31.243940",公交地铁站点,14号线,昌邑路,Changyi Road,Line 14
上海市歇浦路(地铁站),上海市浦东新区歇浦路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.551506,31.250728",公交地铁站点,14号线,歇浦路,Xiepu Road,Line 14
上海市龙居路(地铁站),上海市浦东新区龙居路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.558253,31.256772",公交地铁站点,14号线,龙居路,Longju Road,Line 14
上海市云山路(地铁站),上海市浦东新区云山路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.571153,31.250969",公交地铁站点,14号线,云山路,Yunshan Road,Line 14
上海市蓝天路(地铁站),上海市浦东新区蓝天路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.577995,31.241028",公交地铁站点,14号线,蓝天路,Lantian Road,Line 14
上海市黄杨路(地铁站),上海市浦东新区黄杨路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.591014,31.233998",公交地铁站点,14号线,黄杨路,Huangyang Road,Line 14
上海市云顺路(地铁站),上海市浦东新区云顺路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.600336,31.237064",公交地铁站点,14号线,云顺路,Yunshun Road,Line 14
上海市浦东足球场(地铁站),上海市浦东新区浦东足球场(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.615430,31.241645",公交地铁站点,14号线,浦东足球场,Pudong Football Stadium,Line 14
上海市金粤路(地铁站),上海市浦东新区金粤路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.629016,31.242092",公交地铁站点,14号线,金粤路,Jinyue Road,Line 14
上海市桂桥路(地铁站),上海市浦东新区桂桥路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.635087,31.249419",公交地铁站点,14号线,桂桥路,Guiqiao Road,Line 14
上海市顾村公园(地铁站),上海市宝山区顾村公园(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.373009,31.344594",公交地铁站点,15号线,顾村公园,Gucun Park,Line 15
上海市锦秋路(地铁站),上海市宝山区锦秋路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.381765,31.320184",公交地铁站点,15号线,锦秋路,Jinqiu Road,Line 15
上海市丰翔路(地铁站),上海市宝山区丰翔路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.380872,31.308218",公交地铁站点,15号线,丰翔路,Fengxiang Road,Line 15
上海市南大路(地铁站),上海市宝山区南大路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.380346,31.299263",公交地铁站点,15号线,南大路,Nanda Road,Line 15
上海市祁安路(地铁站),上海市普陀区祁安路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.384813,31.291558",公交地铁站点,15号线,祁安路,Qi'an Road,Line 15
上海市古浪路(地铁站),上海市普陀区古浪路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.392217,31.284509",公交地铁站点,15号线,古浪路,Gulang Road,Line 15
上海市武威东路(地铁站),上海市普陀区武威东路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.392094,31.275647",公交地铁站点,15号线,武威东路,East Wuwei Road,Line 15
上海市上海西站(地铁站),上海市普陀区上海西站(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.400926,31.262693",公交地铁站点,15号线,上海西站,Shanghai West Railway Station,Line 15
上海市铜川路(地铁站),上海市普陀区铜川路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.397036,31.250733",公交地铁站点,15号线,铜川路,Tongchuan Road,Line 15
上海市梅岭北路(地铁站),上海市普陀区梅岭北路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.396997,31.243301",公交地铁站点,15号线,梅岭北路,North Meiling Road,Line 15
上海市大渡河路(地铁站),上海市普陀区大渡河路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.394431,31.231752",公交地铁站点,15号线,大渡河路,Daduhe Road,Line 15
上海市长风公园(地铁站),上海市普陀区长风公园(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.396320,31.225254",公交地铁站点,15号线,长风公园,Changfeng Park,Line 15
上海市娄山关路(地铁站),上海市长宁区娄山关路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.404058,31.211158",公交地铁站点,15号线,娄山关路,Loushanguan Road,Line 15
上海市红宝石路(地铁站),上海市长宁区红宝石路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.398372,31.198863",公交地铁站点,15号线,红宝石路,Hongbaoshi Road,Line 15
上海市姚虹路(地铁站),上海市长宁区姚虹路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.406405,31.191550",公交地铁站点,15号线,姚虹路,Yaohong Road,Line 15
上海市吴中路(地铁站),上海市闵行区吴中路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.413905,31.184345",公交地铁站点,15号线,吴中路,Wuzhong Road,Line 15
上海市桂林路(地铁站),上海市徐汇区桂林路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.418064,31.174791",公交地铁站点,15号线,桂林路,Guilin Road,Line 15
上海市桂林公园(地铁站),上海市徐汇区桂林公园(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.419647,31.166985",公交地铁站点,15号线,桂林公园,Guilin Park,Line 15
上海市上海南站(地铁站),上海市徐汇区上海南站(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.430041,31.154579",公交地铁站点,15号线,上海南站,Shanghai South Railway Station,Line 15
上海市华东理工大学(地铁站),上海市徐汇区华东理工大学(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.428990,31.144257",公交地铁站点,15号线,华东理工大学,East China University of Science and Technology,Line 15
上海市罗秀路(地铁站),上海市徐汇区罗秀路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.435806,31.131552",公交地铁站点,15号线,罗秀路,Luoxiu Road,Line 15
上海市朱梅路(地铁站),上海市徐汇区朱梅路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.437804,31.124364",公交地铁站点,15号线,朱梅路,Zhumei Road,Line 15
上海市华泾西(地铁站),上海市徐汇区华泾西(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.440138,31.113429",公交地铁站点,15号线,华泾西,West Huajing,Line 15
上海市虹梅南路(地铁站),上海市闵行区虹梅南路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.433059,31.103839",公交地铁站点,15号线,虹梅南路,South Hongmei Road,Line 15
上海市景西路(地铁站),上海市闵行区景西路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.418760,31.099727",公交地铁站点,15号线,景西路,Jingxi Road,Line 15
上海市曙建路(地铁站),上海市闵行区曙建路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.417897,31.090625",公交地铁站点,15号线,曙建路,Shujian Road,Line 15
上海市双柏路(地铁站),上海市闵行区双柏路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.421750,31.083214",公交地铁站点,15号线,双柏路,Shuangbai Road,Line 15
