,search_value,formatted_address,country,province,city,citycode,district,adcode,location,level,line_name_zh,name_zh,name,line_name
177,江苏省苏州市苏锦(地铁站),江苏省苏州市姑苏区苏锦街道虎丘(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.578751,31.329988",公交地铁站点,6号线,苏锦,Sujin,
178,江苏省苏州市平河路(地铁站),江苏省苏州市姑苏区平河路(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.614445,31.336854",公交地铁站点,6号线,平河路,Pinghe Lu,
179,江苏省苏州市梅巷(地铁站),江苏省苏州市姑苏区梅巷(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.630712,31.335344",公交地铁站点,6号线,梅巷,Meixiang,
180,江苏省苏州市拙政园苏博(地铁站),江苏省苏州市姑苏区拙政园苏博(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.626693,31.323473",公交地铁站点,6号线,拙政园苏博,Humble Administrator's Garden Suzhou Museum,
181,江苏省苏州市悬桥巷(地铁站),江苏省苏州市姑苏区悬桥巷(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.629093,31.314329",公交地铁站点,6号线,悬桥巷,Xuanqiaoxiang,
182,江苏省苏州市临顿路(地铁站),江苏省苏州市姑苏区临顿路(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.630633,31.307982",公交地铁站点,6号线,临顿路,Lindun Lu,
183,江苏省苏州市望星桥苏大(地铁站),江苏省苏州市姑苏区望星桥苏大(地铁站),中国,江苏省,苏州市,0512,姑苏区,320508,"120.636155,31.302532",公交地铁站点,6号线,望星桥苏大,Wangxingqiao Soochow University,
184,江苏省苏州市徐家浜(地铁站),江苏省苏州市虎丘区徐家浜(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.652099,31.305831",公交地铁站点,6号线,徐家浜,Xujiabang,
185,江苏省苏州市惹云桥(地铁站),江苏省苏州市吴中区惹云桥(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.662882,31.306022",公交地铁站点,6号线,惹云桥,Reyunqiao,
186,江苏省苏州市秋塘浜(地铁站),江苏省苏州市吴中区秋塘浜(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.671879,31.306135",公交地铁站点,6号线,秋塘浜,Qiutangbang,
187,江苏省苏州市李公堤西(地铁站),江苏省苏州市吴中区李公堤西(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.679706,31.306657",公交地铁站点,6号线,李公堤西,Ligongdi West,
188,江苏省苏州市琼姬墩(地铁站),江苏省苏州市吴中区琼姬墩(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.725802,31.309747",公交地铁站点,6号线,琼姬墩,Qiongjidun,
189,江苏省苏州市南施公园南(地铁站),江苏省苏州市吴中区南施公园南(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.733966,31.308643",公交地铁站点,6号线,南施公园南,Nanshigongyuan South,
190,江苏省苏州市苏州奥体中心(地铁站),江苏省苏州市吴中区苏州奥体中心(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.744258,31.308427",公交地铁站点,6号线,苏州奥体中心,Suzhou Olympic Sports Centre,
191,江苏省苏州市儿童医院总院(地铁站),江苏省苏州市吴中区儿童医院总院(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.756134,31.308923",公交地铁站点,6号线,儿童医院总院,Children's Hospital,
192,江苏省苏州市涵青桥(地铁站),江苏省苏州市吴中区涵青桥(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.760894,31.301961",公交地铁站点,6号线,涵青桥,Hanqingqiao,
193,江苏省苏州市金家堰(地铁站),江苏省苏州市虎丘区金家堰(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.759344,31.293941",公交地铁站点,6号线,金家堰,Jinjiayan,
194,江苏省苏州市北斜步(地铁站),江苏省苏州市虎丘区北斜步(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.759307,31.286187",公交地铁站点,6号线,北斜步,Beixiebu,
195,江苏省苏州市南斜步(地铁站),江苏省苏州市虎丘区南斜步(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.760909,31.274665",公交地铁站点,6号线,南斜步,Nanxiebu,
196,江苏省苏州市金尚路(地铁站),江苏省苏州市虎丘区金尚路(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.770280,31.270382",公交地铁站点,6号线,金尚路,Jinshang Lu,
197,江苏省苏州市桑田岛(地铁站),江苏省苏州市虎丘区桑田岛(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.781237,31.272372",公交地铁站点,6号线,桑田岛,Sangtiandao,
198,江苏省苏州市华云(地铁站),江苏省苏州市虎丘区华云(地铁站),中国,江苏省,苏州市,0512,虎丘区,320505,"120.791043,31.273539",公交地铁站点,6号线,华云,Huayun,
199,江苏省苏州市唯亭(地铁站),江苏省苏州市吴中区唯亭镇金湖(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.708667,31.297983",公交地铁站点,11号线,唯亭,Weiting,
200,江苏省苏州市草鞋山(地铁站),江苏省苏州市吴中区草鞋山(地铁站),中国,江苏省,苏州市,0512,吴中区,320506,"120.799956,31.376162",公交地铁站点,11号线,草鞋山,Caoxieshan,
201,江苏省苏州市阳澄湖东(地铁站),江苏省苏州市昆山市阳澄湖东(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.843615,31.380507",公交地铁站点,11号线,阳澄湖东,Yangchenghu East,
202,江苏省苏州市正仪(地铁站),江苏省苏州市昆山市正仪(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.860798,31.382336",公交地铁站点,11号线,正仪,Zhengyi,
203,江苏省苏州市莲湖公园(地铁站),江苏省苏州市昆山市莲湖公园(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.881684,31.382403",公交地铁站点,11号线,莲湖公园,Lianhugongyuan,
204,江苏省苏州市祖冲之公园(地铁站),江苏省苏州市昆山市祖冲之公园(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.894722,31.381239",公交地铁站点,11号线,祖冲之公园,Zuchongzhigongyuan,
205,江苏省苏州市昆山文化艺术中心(地铁站),江苏省苏州市昆山市昆山文化艺术中心(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.904724,31.381338",公交地铁站点,11号线,昆山文化艺术中心,Kunshan Wenhuayishuzhongxin,
206,江苏省苏州市共青(地铁站),江苏省苏州市昆山市共青(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.918591,31.381264",公交地铁站点,11号线,共青,Gongqing,
207,江苏省苏州市江浦(地铁站),江苏省苏州市昆山市江浦(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.928419,31.380492",公交地铁站点,11号线,江浦,Jiangpu,
208,江苏省苏州市白马泾(地铁站),江苏省苏州市昆山市白马泾(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.942882,31.381136",公交地铁站点,11号线,白马泾,Baimajing,
209,江苏省苏州市玉山广场(地铁站),江苏省苏州市昆山市玉山广场(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.957339,31.382397",公交地铁站点,11号线,玉山广场,Yushanguangchang,
210,江苏省苏州市绣衣(地铁站),江苏省苏州市昆山市绣衣(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.971647,31.383026",公交地铁站点,11号线,绣衣,Xiuyi,
211,江苏省苏州市昆山城市广场(地铁站),江苏省苏州市昆山市昆山城市广场(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.982601,31.383308",公交地铁站点,11号线,昆山城市广场,Kunshan Chengshiguangchang,
212,江苏省苏州市金浦大桥东(地铁站),江苏省苏州市昆山市金浦大桥东(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"120.995600,31.383628",公交地铁站点,11号线,金浦大桥东,Jinpudaqiao East,
213,江苏省苏州市顺帆北路(地铁站),江苏省苏州市昆山市顺帆北路(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.007179,31.383944",公交地铁站点,11号线,顺帆北路,Shunfanbeilu,
214,江苏省苏州市鱼池泾(地铁站),江苏省苏州市昆山市鱼池泾(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.017255,31.384045",公交地铁站点,11号线,鱼池泾,Yuchijing,
215,江苏省苏州市白河潭(地铁站),江苏省苏州市昆山市白河潭(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.028214,31.384062",公交地铁站点,11号线,白河潭,Baihetan,
216,江苏省苏州市兵希(地铁站),江苏省苏州市昆山市兵希(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.039610,31.384168",公交地铁站点,11号线,兵希,Bingxi,
217,江苏省苏州市夏驾河公园(地铁站),江苏省苏州市昆山市夏驾河公园(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.047727,31.378773",公交地铁站点,11号线,夏驾河公园,Xiajiahegongyuan,
218,江苏省苏州市盛庄(地铁站),江苏省苏州市昆山市盛庄(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.049599,31.364711",公交地铁站点,11号线,盛庄,Shengzhuang,
219,江苏省苏州市章基路南(地铁站),江苏省苏州市昆山市章基路南(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.049569,31.351314",公交地铁站点,11号线,章基路南,Zhangjilu South,
220,江苏省苏州市夏桥(地铁站),江苏省苏州市昆山市夏桥(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.048798,31.334866",公交地铁站点,11号线,夏桥,Xiaqiao,
221,江苏省苏州市神童泾(地铁站),江苏省苏州市昆山市神童泾(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.040107,31.320055",公交地铁站点,11号线,神童泾,Shentongjing,
222,江苏省苏州市菉葭(地铁站),江苏省苏州市昆山市菉葭(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.046106,31.308714",公交地铁站点,11号线,菉葭,Lujia,
223,江苏省苏州市花桥博览中心(地铁站),江苏省苏州市昆山市花桥博览中心(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.063816,31.297469",公交地铁站点,11号线,花桥博览中心,Huaqiao Bolanzhongxin,
224,江苏省苏州市集善(地铁站),江苏省苏州市昆山市集善(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.079476,31.295553",公交地铁站点,11号线,集善,Jishan,
225,江苏省苏州市花溪公园(地铁站),江苏省苏州市昆山市花溪公园(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.091727,31.298698",公交地铁站点,11号线,花溪公园,Huaxigongyuan,
226,江苏省苏州市花桥(地铁站),江苏省苏州市昆山市花桥(地铁站),中国,江苏省,苏州市,0512,昆山市,320583,"121.104602,31.299439",公交地铁站点,11号线,花桥,Huaqiao,
